city_ascii,lat,lng,country,capital,population
Koog aan de Zaan,52.4667,4.8,Netherlands,,11225
Aratuba,-4.4178,-39.045,Brazil,minor,11224
Antonio Carlos,-27.5169,-48.7678,Brazil,minor,11224
Two Rivers,44.1565,-87.5824,United States,,11224
Cold Springs,39.6927,-119.9775,United States,,11223
Belauncha,26.2124,86.3554,India,,11222
Vahdattiyeh,29.4842,51.2319,Iran,,11222
Waldkirchen,48.7305,13.6011,Germany,,11221
Arta,11.5236,42.8472,Djibouti,admin,11221
Westwood,40.9878,-74.0308,United States,,11221
Toliman,19.5333,-103.9,Mexico,minor,11219
Djemmorah,35.0667,5.8333,Algeria,,11218
Amala,9.859,76.8112,India,,11218
Kassa,14.7247,-3.0664,Mali,,11218
Bayou Blue,29.6341,-90.6733,United States,,11218
Castle Bromwich,52.505,-1.7856,United Kingdom,,11217
Kaset Wisai,15.6556,103.5836,Thailand,minor,11217
Vanj,38.3731,71.4553,Tajikistan,minor,11217
Hamadanak,35.5422,51.1383,Iran,,11216
Tamazouzt,31.3833,-8.3833,Morocco,,11216
Kedougou,12.5556,-12.1807,Senegal,admin,11216
Miechow,50.3578,20.0325,Poland,minor,11215
Sayda,32.6294,36.2263,Syria,,11215
Pinheiro Machado,-31.5778,-53.3808,Brazil,minor,11214
Chassieu,45.745,4.966,France,,11214
Mannarai,11.1172,77.3726,India,,11214
Sanzana,12.0958,-6.2053,Mali,,11214
Holic,48.8122,17.1606,Slovakia,,11214
Nilo Pecanha,-13.5989,-39.1069,Brazil,minor,11213
Dhakaich,25.5835,84.1886,India,,11213
Talupula,14.25,78.2667,India,,11213
Hambantota,6.1244,81.1253,Sri Lanka,,11213
Forestville,39.0711,-84.3389,United States,,11213
Ranti,26.3519,86.0932,India,,11212
Emba,48.8267,58.1442,Kazakhstan,,11212
Gonzalez,22.8281,-98.4306,Mexico,minor,11212
Wustermark,52.55,12.95,Germany,,11211
Montechiarugolo,44.6934,10.4224,Italy,,11211
Nembro,45.7439,9.7594,Italy,,11210
Beni Ounif,32.05,-1.25,Algeria,,11209
Khargram,24.0343,87.9853,India,,11209
Ifrane,33.5333,-5.1167,Morocco,,11209
Morgan City,29.7041,-91.192,United States,,11208
Panazol,45.8397,1.3108,France,,11207
Tittachcheri,10.8674,79.7893,India,,11206
Kummarapurugupalem,16.3653,81.6192,India,,11206
Temamatla,19.2028,-98.87,Mexico,minor,11206
Lathasepura,25.8131,85.718,India,,11205
Carbonera,45.6833,12.2833,Italy,,11205
Ichikai,36.55,140.1,Japan,,11205
Guilherand,44.9353,4.8756,France,,11203
Brooklyn,41.4349,-81.7497,United States,,11203
Kavarna,43.4361,28.3394,Bulgaria,minor,11202
Bom Jesus,-28.6678,-50.4169,Brazil,minor,11202
Laukaria,26.7184,84.4242,India,,11202
Berriozar,42.8361,-1.6714,Spain,,11201
Westtown,39.9417,-75.5565,United States,,11201
Budili,13.9353,77.7355,India,,11200
Tagami,37.6988,139.058,Japan,,11200
Lommedalen,59.95,10.4667,Norway,,11200
Kuvandyk,51.4667,57.3667,Russia,minor,11200
Lowes Island,39.0471,-77.3524,United States,,11199
Namli,23.4612,75.0604,India,,11198
Kalasa,13.234,75.3553,India,,11198
Nelson,49.5,-117.2833,Canada,,11198
Lloro,5.5,-76.5333,Colombia,minor,11197
Sanjiaocheng,36.8908,100.9997,China,minor,11196
Eisenberg,50.9681,11.9014,Germany,minor,11196
Corbas,45.66,4.9,France,,11196
Canandaigua,42.8608,-77.3182,United States,,11196
Waipio,21.4143,-157.9966,United States,,11196
Valkeala,60.9389,26.7972,Finland,,11195
Sarab-e Taveh-ye `Olya,30.5981,51.5761,Iran,,11195
Petal,31.3477,-89.2359,United States,,11195
Rutesheim,48.8097,8.945,Germany,,11194
Borjomi,41.8417,43.3828,Georgia,minor,11194
Sirgora,22.2063,78.8832,India,,11194
Chamestan,36.4792,52.1194,Iran,,11194
Ladysmith,48.9975,-123.8203,Canada,,11194
Werther,52.075,8.4125,Germany,,11193
Chikni,26.0075,86.7032,India,,11193
Faxinal dos Guedes,-26.8528,-52.26,Brazil,minor,11192
Bhisho,-32.8494,27.4381,South Africa,admin,11192
Nafpaktos,38.3939,21.8306,Greece,minor,11191
Shahmirzad,35.77,53.3336,Iran,,11191
Kazarman,41.4045,74.0283,Kyrgyzstan,minor,11191
Mpraeso,6.5932,-0.7346,Ghana,,11190
Murska Sobota,46.6586,16.1619,Slovenia,admin,11190
Busumbala,13.3333,-16.6667,"Gambia, The",,11189
Siniscola,40.5743,9.6963,Italy,,11189
Agdz,30.6978,-6.4497,Morocco,,11189
Yermolino,55.2,36.6,Russia,,11189
'Ain Tolba,35.2483,-1.2489,Algeria,,11188
Nambour,-26.6269,152.9591,Australia,,11187
Guntupalle,16.568,80.548,India,,11187
Damonojodi,18.7632,82.9194,India,,11187
Arambakkam,13.5258,80.071,India,,11187
Prineville,44.2985,-120.8607,United States,,11187
Pacoti,-4.225,-38.9228,Brazil,minor,11186
Grand Rapids,47.238,-93.5327,United States,,11186
Linslade,51.9243,-0.6774,United Kingdom,,11185
Collegedale,35.0526,-85.0488,United States,,11185
Eura,61.1333,22.1333,Finland,minor,11184
Bucheya,26.3421,84.6642,India,,11184
Barka Gaon,26.144,84.6598,India,,11184
Madala,16.3715,80.1198,India,,11184
Montopoli in Val d'Arno,43.6744,10.7503,Italy,,11184
Los Almacigos,19.4083,-71.4417,Dominican Republic,,11183
Fortuna,38.1789,-1.1233,Spain,,11183
Hernando,-32.4167,-63.7333,Argentina,,11182
North Branch,45.5137,-92.9601,United States,,11182
Capilla del Monte,-30.85,-64.5167,Argentina,,11181
Armstrong,-32.7833,-61.6,Argentina,,11181
Parbata,25.3164,86.72,India,,11181
Malkhaid,17.195,77.1608,India,,11180
Salaya,13.802,100.3211,Thailand,minor,11180
Aurelino Leal,-14.3169,-39.3269,Brazil,minor,11179
Hinwil,47.3033,8.8444,Switzerland,minor,11179
Pungulam,12.5727,78.753,India,,11179
Harsinghpur,26.0504,86.218,India,,11179
Kawadgaon,17.91,77.53,India,,11179
Baryshivka,50.3539,31.3167,Ukraine,,11178
Chikkarampalaiyam,11.2416,76.9854,India,,11177
Barbadanes,42.3003,-7.9064,Spain,,11176
Surazh,53.0167,32.3833,Russia,minor,11176
Monmouth,44.8505,-123.2284,United States,,11176
Moreira Sales,-24.0619,-53.0069,Brazil,minor,11175
Leek,53.1616,6.3847,Netherlands,minor,11175
Mhangura,-16.9,30.15,Zimbabwe,,11175
Pia,42.7458,2.9217,France,,11174
Arvand Kenar,29.9789,48.5206,Iran,,11173
Arvand Kenar,29.9786,48.5189,Iran,,11173
Gora,51.6667,16.55,Poland,minor,11173
Hoeilaart,50.7667,4.4667,Belgium,,11172
Grobbendonk,51.1919,4.7386,Belgium,,11172
Belzig,52.1422,12.5956,Germany,,11172
Seringueiras,-11.7981,-63.0311,Brazil,minor,11171
Kuzuculu,36.8833,36.2333,Turkey,,11171
Coldstream,50.22,-119.2481,Canada,,11171
Galbois,36.2,4.49,Algeria,,11170
Stonehaven,56.964,-2.211,United Kingdom,,11170
Potukonda,17.2708,81.754,India,,11169
Timberlane,29.8781,-90.0303,United States,,11169
Romanshorn,47.5635,9.3564,Switzerland,,11167
Braunfels,50.5167,8.3833,Germany,,11167
Schoningen,52.1333,10.95,Germany,,11167
Nagalapuram,13.3889,79.7967,India,,11166
Hormigueros,18.1437,-67.1199,Puerto Rico,,11166
Rasaunk,25.5537,86.5117,India,,11165
Penne,42.45,13.9167,Italy,,11165
Douar Ain Maatouf,34.4352,-4.5566,Morocco,,11165
Palukudoddi,15.8504,77.6753,India,,11164
Marginea,47.8167,25.8333,Romania,,11164
Targu Lapus,47.4525,23.8631,Romania,,11163
Stansbury Park,40.6356,-112.3054,United States,,11163
San Jose de Aerocuar,10.6027,-63.3273,Venezuela,minor,11162
Wanaque,41.044,-74.29,United States,,11162
Kumbadaje,12.5667,75.1,India,,11161
Margherita di Savoia,41.3667,16.15,Italy,,11161
Sater,60.35,15.75,Sweden,minor,11161
Baranivka,50.3,27.6667,Ukraine,,11161
Creazzo,45.5333,11.4833,Italy,,11160
Vosselaar,51.3081,4.8883,Belgium,,11159
Capela de Santana,-29.7,-51.325,Brazil,minor,11159
Padre Burgos,10.03,125.02,Philippines,minor,11159
Gloucester Point,37.2767,-76.5043,United States,,11159
Areiopolis,-22.6681,-48.665,Brazil,minor,11158
Dorking,51.2325,-0.3306,United Kingdom,,11158
Cacequi,-29.8839,-54.825,Brazil,minor,11157
Bernardino de Campos,-23.0131,-49.4742,Brazil,minor,11157
Prymorsk,46.7333,36.35,Ukraine,minor,11157
Honiton,50.8,-3.19,United Kingdom,,11156
Sada,-12.8511,45.0997,Mayotte,,11156
Fairview,42.0261,-80.2361,United States,,11156
Gerasdorf bei Wien,48.295,16.4675,Austria,,11155
Domazlice,49.4406,12.9272,Czechia,,11155
Mangalme,12.3547,19.6139,Chad,,11155
Urbana,40.1085,-83.7541,United States,,11153
North Lindenhurst,40.7072,-73.3859,United States,,11153
Tambaga,12.9667,-9.8667,Mali,,11152
Rincon,32.2947,-81.2353,United States,,11152
Unicov,49.7708,17.1214,Czechia,,11151
Aylestone,52.604,-1.154,United Kingdom,,11151
Bhandarso,26.178,86.1415,India,,11151
Baley,51.6,116.6333,Russia,minor,11151
Zaragoza,28.4869,-100.9175,Mexico,minor,11150
Dachne,46.5775,30.5489,Ukraine,,11150
Aukstieji Paneriai,54.6262,25.181,Lithuania,,11149
Taylorville,39.5328,-89.2804,United States,,11149
Somnaha,25.9518,85.7042,India,,11147
Hauterive,49.1833,-68.2667,Canada,,11147
Antonio Cardoso,-12.435,-39.12,Brazil,minor,11146
Finale Ligure,44.1691,8.3435,Italy,,11146
Begogo,-23.4866,46.7147,Madagascar,,11146
Planura,-20.1378,-48.7019,Brazil,minor,11145
Bailin,33.485,105.0034,China,,11144
Mortugaba,-15.0228,-42.3678,Brazil,minor,11143
Sihaul,25.9405,86.512,India,,11143
Sonbari,24.2286,80.7902,India,,11143
Progress,40.2901,-76.8394,United States,,11143
Okhargara,24.2141,83.7856,India,,11142
Mayureswar,23.9908,87.7647,India,,11142
Cesson,48.5633,2.6053,France,,11141
Atru,24.81,76.63,India,,11141
Pulsano,40.3842,17.3547,Italy,,11141
Cerese,45.1167,10.7833,Italy,,11141
Dorridge,52.372,-1.7554,United Kingdom,,11140
Olaippatti,11.7676,77.9927,India,,11140
Elwood,40.8462,-73.3389,United States,,11140
Hexham,54.971,-2.101,United Kingdom,,11139
Cisternino,40.75,17.4167,Italy,,11139
Lloyd,41.7286,-73.9961,United States,,11139
Feldkirchen-Westerham,47.9,11.85,Germany,,11138
Saadatpur Aguani,25.283,86.7412,India,,11138
Enfida,36.1353,10.3808,Tunisia,,11138
Warren,41.7282,-71.2629,United States,,11138
Novska,45.3333,16.9833,Croatia,minor,11137
Banagi,13.61,75.53,India,,11137
Balehonnur,13.35,75.46,India,,11137
Oberwil,47.5135,7.5546,Switzerland,,11136
Pongalur,10.9654,77.372,India,,11136
Kilkottai,10.2861,77.916,India,,11136
Ecaussinnes-Lalaing,50.5667,4.1833,Belgium,,11135
Kanamadi,16.9291,75.3807,India,,11135
Udawantnagar,25.5054,84.6216,India,,11135
Finch'a'a,9.9,37.45,Ethiopia,,11134
Murapaka,18.2282,83.7926,India,,11134
Kurman,45.4947,34.2947,Ukraine,minor,11134
Evington,52.628,-1.074,United Kingdom,,11133
Achankovil,8.9667,77.1431,India,,11133
Ambinanin'i Sakaleona,-20.5399,48.5487,Madagascar,,11133
Sheron,30.1582,75.7178,India,,11132
Jamapa,19.0411,-96.2411,Mexico,minor,11132
Kowdalli,12.067,77.4438,India,,11131
Valmadrera,45.8463,9.3582,Italy,,11131
Iazizatene,35.2544,-3.115,Morocco,,11131
Palmerston,53.3628,-6.3656,Ireland,,11130
Kumharsan,25.6421,86.1971,India,,11130
Amdel,31.5617,-8.8944,Morocco,,11130
Fagersta,60,15.7833,Sweden,minor,11130
De Panne,51.1,2.5833,Belgium,,11129
Brugg,47.4864,8.2083,Switzerland,,11129
Quintanar de la Orden,39.5906,-3.0428,Spain,,11129
Itanhomi,-19.1719,-41.865,Brazil,minor,11128
Bannewitz,50.9931,13.7167,Germany,,11128
Panhar,25.0936,85.2176,India,,11128
Travilah,39.057,-77.247,United States,,11128
Kiskunmajsa,46.4922,19.7367,Hungary,minor,11127
Svitlodarsk,48.4333,38.2167,Ukraine,,11127
Trofaiach,47.426,15.0067,Austria,,11125
Raksaha,25.4444,83.6873,India,,11125
Le Luc,43.3956,6.3133,France,,11124
Hellesdon,52.6485,1.2509,United Kingdom,,11124
Sultanpur,25.6214,85.4637,India,,11124
Camisano Vicentino,45.5167,11.7167,Italy,,11124
Kriftel,50.0833,8.45,Germany,,11123
Kachnar,25.9699,84.3589,India,,11123
Mortad,18.8167,78.4833,India,,11123
Congaz,46.1092,28.6044,Moldova,,11123
Shahrinav,38.5667,68.3333,Tajikistan,minor,11123
Gradiska,45.1458,17.2539,Bosnia and Herzegovina,minor,11122
Puerto Caicedo,0.685,-76.6044,Colombia,minor,11122
Langeloop,-25.684,31.635,South Africa,,11122
Hillsborough,37.5572,-122.3586,United States,,11122
Sao Jose do Campestre,-6.3158,-35.7139,Brazil,minor,11121
Nandayure,9.9014,-85.3036,Costa Rica,,11121
Saint-Saulve,50.37,3.555,France,,11121
Nawalpur,26.9366,84.2985,India,,11121
Morant Bay,17.8819,-76.4074,Jamaica,admin,11121
Matsuo,35.633,140.467,Japan,,11121
Candelaria,18.1835,-91.0463,Mexico,minor,11121
Ait Hani,31.7483,-5.5735,Morocco,,11120
Bol,13.46,14.74,Chad,admin,11120
Besiri,37.921,41.292,Turkey,minor,11120
Burr Ridge,41.7485,-87.92,United States,,11119
Iuiu,-14.4139,-43.5539,Brazil,minor,11118
Batonyterenye,47.9892,19.8286,Hungary,minor,11118
Ypsonas,34.6894,32.9614,Cyprus,,11117
Ar Rommani,33.5333,-6.6167,Morocco,,11117
Haysville,37.5648,-97.3527,United States,,11117
Millington,35.335,-89.8991,United States,,11117
Kattupputtur,10.9833,78.2333,India,,11115
Del Aire,33.9167,-118.3693,United States,,11115
Phulgachhi,26.3653,87.9399,India,,11113
Oporapa,2.05,-75.9667,Colombia,minor,11111
Union Park,28.5657,-81.2355,United States,,11111
Salcedo,17.1517,120.5361,Philippines,,11110
Alto Parnaiba,-9.1108,-45.93,Brazil,minor,11109
Ikkadu,13.1724,79.9358,India,,11109
Peri-Mirim,-2.5778,-44.8539,Brazil,minor,11108
Balve,51.3333,7.8667,Germany,,11108
Caorle,45.6003,12.8876,Italy,,11108
Vila Frescainha,41.5385,-8.6397,Portugal,,11108
Tha Chang,9.2642,99.1922,Thailand,minor,11108
An Phu,10.85,105.0833,Vietnam,minor,11108
Marilandia,-19.4128,-40.5417,Brazil,minor,11107
Sorontona,13.0678,-4.9083,Mali,,11107
Firoza,28.75,70.8167,Pakistan,,11107
Canyon Lake,33.6885,-117.2621,United States,,11107
Yamanouchi,36.7446,138.4127,Japan,,11106
Comarnic,45.2511,25.6353,Romania,,11106
East Hanover,40.8192,-74.3638,United States,,11106
Mierlo,51.45,5.6167,Netherlands,,11105
Yarovoye,52.9333,78.5833,Russia,,11105
Narimanov,46.6833,47.85,Russia,minor,11104
Pleasant View,41.3249,-112.0011,United States,,11104
'Ain Taghrout,36.1289,5.0767,Algeria,,11103
Ollerton,53.2,-1.02,United Kingdom,,11103
Myronivka,49.65,30.9833,Ukraine,minor,11103
Birch Bay,48.9243,-122.7519,United States,,11103
Cha da Alegria,-8.0008,-35.2133,Brazil,minor,11102
Hatwans,22.7683,78.3464,India,,11102
Kariz,34.8117,60.8239,Iran,,11102
San Bernardo,-27.2667,-60.7,Argentina,minor,11101
Castelvetro di Modena,44.5067,10.9472,Italy,,11101
Chuguyevka,44.1667,133.8583,Russia,minor,11101
Capitao de Campos,-4.4569,-41.9439,Brazil,minor,11100
Yemanzhelinsk,54.7667,61.3333,Russia,,11100
Sol'-Iletsk,51.1667,55,Russia,minor,11100
Wyomissing,40.3317,-75.9703,United States,,11100
Georgian Bluffs,44.65,-81.0333,Canada,,11100
Oud-Heverlee,50.8371,4.6639,Belgium,,11099
Bargas,39.94,-4.0194,Spain,,11099
Nagojanahalli,12.357,78.2886,India,,11099
Parapua,-21.7681,-50.7717,Brazil,minor,11098
Duggirala,16.3271,80.628,India,,11098
Alashankou,45.1733,82.5546,China,minor,11097
Ararenda,-4.7528,-40.8328,Brazil,minor,11096
Gucheng,34.4545,105.2064,China,,11096
Antonio Carlos,-21.3178,-43.7469,Brazil,minor,11095
Ksar Sbahi,36.0833,7.25,Algeria,,11095
Yargatti,15.9667,75.0167,India,,11095
Bishunpur,24.7631,85.682,India,,11095
Illintsi,49.1056,29.2089,Ukraine,minor,11095
Potosi,11.5,-85.8833,Nicaragua,minor,11094
Melsele,51.2209,4.2815,Belgium,,11093
Calcado,-8.7419,-36.3339,Brazil,minor,11093
Bhattiprolu,16.1026,80.7807,India,,11092
Bang Ban,14.3739,100.4853,Thailand,minor,11092
Panguipulli,-39.6444,-72.3306,Chile,,11091
Wulingshancun,40.6415,117.4996,China,,11091
Ban Wang Daeng,17.479,100.1247,Thailand,,11091
Guebwiller,47.9083,7.2108,France,,11090
Terku Valliyur,8.357,77.6087,India,,11090
San Luis de La Loma,17.2714,-100.8911,Mexico,,11090
Si Wilai,18.1819,103.7479,Thailand,minor,11090
Kall,50.55,6.55,Germany,,11089
Planegg,48.1047,11.4306,Germany,,11088
Ceu Azul,-25.1469,-53.8489,Brazil,minor,11087
Cide,41.8922,33.0044,Turkey,minor,11087
El Trebol,-32.1833,-61.7167,Argentina,,11086
Divinolandia,-21.6614,-46.7392,Brazil,minor,11086
Gacheta,4.8176,-73.636,Colombia,minor,11086
Messstetten,48.1806,8.9625,Germany,,11086
Bagamanoc,13.9408,124.2888,Philippines,,11086
Abbeville,29.9751,-92.1265,United States,,11086
Middle Island,40.8857,-72.9454,United States,,11086
Juruaia,-21.2528,-46.5769,Brazil,minor,11084
Congonhal,-22.1528,-46.0389,Brazil,minor,11083
Sa'in Qal`eh,36.3044,49.0722,Iran,,11083
Ramanayakkanpalaiyam,11.6291,78.5624,India,,11082
Belen de los Andaquies,1.4161,-75.8725,Colombia,minor,11081
Pata Ellamilli,16.8473,81.4884,India,,11081
Tadepalle,16.8473,81.4884,India,,11081
Moorslede,50.8833,3.0667,Belgium,,11080
Rackeve,47.1608,18.9456,Hungary,minor,11080
Paullo,45.4167,9.4,Italy,,11080
Piazzola sul Brenta,45.5333,11.7667,Italy,,11079
Konnur,15.8595,75.4955,India,,11078
Pirapetinga,-21.6558,-42.3458,Brazil,minor,11077
Sturgis,41.7991,-85.4184,United States,,11077
Erstein,48.42,7.66,France,,11076
Basaithi,26.0284,87.3329,India,,11076
Leicester,42.24,-71.912,United States,,11076
Wen'anyi,36.8658,110.0553,China,,11075
Rio Cuarto,10.4076,-84.2135,Costa Rica,,11074
Arenzano,44.4035,8.6827,Italy,,11074
Lalsaraia,26.7388,84.6607,India,,11073
Dayalpur,26.0511,84.5968,India,,11073
Karebilachi,14.1449,75.9032,India,,11073
Berane,42.84,19.86,Montenegro,admin,11073
Spout Springs,35.2724,-79.0331,United States,,11073
Codigoro,44.8333,12.1167,Italy,,11072
Lower Saucon,40.5881,-75.3188,United States,,11072
Nossa Senhora dos Milagres,-12.87,-39.8589,Brazil,minor,11071
Kenzingen,48.1917,7.7683,Germany,,11071
Hebri,13.4667,74.9833,India,,11071
Elchuru,16.0813,79.9269,India,,11070
Asahi,35.0333,136.6667,Japan,,11070
Niemasson,10.3078,2.0378,Benin,,11069
Rio Novo do Sul,-20.8628,-40.9358,Brazil,,11069
El Aguila,4.9167,-76.0833,Colombia,minor,11069
Yakymivka,46.7,35.1667,Ukraine,minor,11069
Dourdan,48.5289,2.0156,France,,11068
Szprotawa,51.5667,15.5,Poland,,11068
Great Neck,40.8029,-73.7333,United States,,11068
Dois Riachos,-9.3925,-37.1006,Brazil,minor,11067
Kac,45.3,19.95,Serbia,,11067
Santa Mariana,-23.1499,-50.52,Brazil,minor,11066
Barton upon Humber,53.6833,-0.45,United Kingdom,,11066
Cologno al Serio,45.5833,9.7,Italy,,11066
Zavyalovo,56.7922,53.3756,Russia,minor,11066
Shamunpet,17.9472,79.6014,India,,11065
Kaniyambadi,12.8118,79.134,India,,11064
Doesburg,52.0167,6.1333,Netherlands,minor,11064
Mahin,34.2417,37.0584,Syria,minor,11064
Lansdowne,39.9408,-75.276,United States,,11064
Fairview Shores,28.6021,-81.3958,United States,,11064
Longtaixiang,34.5988,104.8963,China,,11063
Penagam,10.4522,76.0972,India,,11063
Columbia,38.4581,-90.2156,United States,,11063
General Carneiro,-26.4278,-51.3158,Brazil,,11062
Red Hook,42.0188,-73.8788,United States,,11062
La Calamine,50.7161,6.0142,Belgium,,11061
San Giustino,43.55,12.1833,Italy,,11060
Marinette,45.0871,-87.6336,United States,,11060
Dalippur,25.4222,84.3933,India,,11058
Jayaque,13.6667,-89.4333,El Salvador,,11058
Hathidah Buzurg,25.3716,85.9857,India,,11057
Bangramanjeshvara,12.6833,75,India,,11057
Susuman,62.7833,148.1667,Russia,,11057
Devanakavundanur,11.5048,77.8383,India,,11056
Caluco,13.7167,-89.65,El Salvador,,11056
Coshocton,40.2618,-81.848,United States,,11056
San Carlos Centro,-31.7333,-61.1,Argentina,,11055
Aba,32.9,101.7,China,minor,11055
Shankarpalli,17.4523,78.131,India,,11055
La Trinitaria,16.1203,-92.0408,Mexico,minor,11055
Waterloo,38.3403,-90.1538,United States,,11055
Gaillard,46.1858,6.2083,France,,11054
Chhabila,26.2556,85.9933,India,,11054
Kadur Sahib,31.4239,75.0977,India,,11054
Zira,40.3661,50.292,Azerbaijan,,11053
Adendorf,53.2833,10.45,Germany,,11053
Awash,8.9944,40.1667,Ethiopia,,11053
Mandal,58.0333,7.45,Norway,minor,11053
Pharaha,24.8522,85.5471,India,,11052
Souq Sebt Says,32.7773,-8.6433,Morocco,,11052
Nanpala,14.1478,-5.8642,Mali,,11052
Novoazovsk,47.1117,38.0825,Ukraine,minor,11051
Thanh Xuan,10.2308,106.3253,Vietnam,,11051
Moita Bonita,-10.5778,-37.3428,Brazil,minor,11050
Wangjiabian,38.2412,110.2353,China,,11050
Larbert,56.0229,-3.826,United Kingdom,,11050
Lake Grove,40.8586,-73.1168,United States,,11050
Fagundes,-7.355,-35.775,Brazil,minor,11049
Ruthen,51.4933,8.4833,Germany,,11049
Brzeszcze,49.9819,19.1472,Poland,,11049
Danville,39.7584,-86.5019,United States,,11049
Barrington,42.1515,-88.1281,United States,,11049
Stiring-Wendel,49.2,6.93,France,,11048
Ballymoney,55.071,-6.508,United Kingdom,,11048
Kisara,17.5233,78.6677,India,,11048
Dumri,25.6243,84.1809,India,,11047
Madhopur,26.34,84.45,India,,11047
De Pinte,51,3.65,Belgium,,11046
Belle Chasse,29.8558,-90.0045,United States,,11046
Herrsching am Ammersee,48,11.1833,Germany,,11045
Mukasi Pidariyur,11.2069,77.5922,India,,11045
Andacollo,-30.2303,-71.0858,Chile,,11044
Haigerloch,48.3647,8.805,Germany,,11044
Ono,41.8835,140.6438,Japan,,11044
Waynesboro,39.7524,-77.5822,United States,,11044
Puliyara,9.0041,77.1889,India,,11043
Jacinto,-16.1439,-40.2928,Brazil,minor,11042
Mohlin,47.5583,7.8458,Switzerland,,11042
Joquicingo,19.0556,-99.5467,Mexico,minor,11042
Grandview,46.2443,-119.9092,United States,,11042
Villamarchante,39.5689,-0.6206,Spain,,11041
Sao Sebastiao de Lagoa de Roca,-7.0828,-35.835,Brazil,minor,11040
La Esperanza,7.6392,-73.3358,Colombia,minor,11040
Feira,40.9254,-8.5428,Portugal,minor,11040
Union City,36.4267,-89.0474,United States,,11040
Gyangze,28.9148,89.6045,China,minor,11039
Sankhavaram,17.2704,82.3445,India,,11039
Sakkamapatti,9.925,77.6039,India,,11039
Konen Agrahar,12.9582,77.6619,India,,11038
Hikawadai,32.5825,130.6736,Japan,,11038
Yuasa,34.0333,135.1833,Japan,,11038
Lindome,57.5667,12.0833,Sweden,,11037
Saint-Martin-Boulogne,50.7267,1.6328,France,,11036
Merriam,39.0186,-94.6933,United States,,11036
Ilfracombe,51.208,-4.12,United Kingdom,,11035
Athy,52.99,-6.99,Ireland,,11035
Koch,24.9259,84.7724,India,,11035
Perali,15.886,80.547,India,,11035
Monument,39.0736,-104.8467,United States,,11035
Aperibe,-21.6208,-42.1028,Brazil,minor,11034
Riorges,46.0436,4.0414,France,,11034
Tezoatlan de Segura y Luna,17.65,-97.8167,Mexico,minor,11034
Stollberg,50.7083,12.7783,Germany,,11033
Castelginest,43.6947,1.4336,France,,11033
Kenduadih,23.7757,86.3761,India,,11033
Murgod,15.78,75.12,India,,11033
Lorch,48.7983,9.6883,Germany,,11032
Tonse West,13.3968,74.7069,India,,11032
Delvada,20.7759,71.0465,India,,11032
Rezina,47.7492,28.9622,Moldova,admin,11032
Phanat Nikhom,13.4458,101.1844,Thailand,minor,11032
Anguera,-12.1508,-39.2458,Brazil,minor,11031
Donzdorf,48.6833,9.8167,Germany,,11031
Summerfield,36.1973,-79.8997,United States,,11031
Chatteris,52.456,0.055,United Kingdom,,11029
Fanlu,23.4494,120.6033,Taiwan,,11029
Iowa Colony,29.4407,-95.4206,United States,,11028
Holmen,43.9706,-91.2654,United States,,11027
Sao Felix,-12.605,-38.9719,Brazil,minor,11026
Tekkumbagam,10.119,76.418,India,,11026
Bertinoro,44.15,12.1333,Italy,,11026
Chulym,55.1167,80.9667,Russia,,11026
Milicz,51.5333,17.2833,Poland,minor,11025
Botupora,-13.3819,-42.5228,Brazil,minor,11024
Amha,26.0518,86.6906,India,,11024
Greentree,39.8989,-74.9613,United States,,11024
Qal`at an Nakhl,29.9107,33.7492,Egypt,,11023
Kongupatti,11.8593,78.0217,India,,11023
Ichikawa,34.9833,134.7667,Japan,,11023
Tirumayam,10.2449,78.7464,India,,11022
Shiloh,39.9732,-76.792,United States,,11022
Guthrie,35.8424,-97.4366,United States,,11021
Burlington,42.6744,-88.2721,United States,,11021
Rolla,13.8331,77.1,India,,11020
Balingoan,9,124.85,Philippines,,11020
Dugulubgey,43.65,43.55,Russia,,11020
Sierra Madre,34.1687,-118.0504,United States,,11020
Corinda,-27.4858,153.1011,Australia,,11019
Carmo da Mata,-20.5578,-44.8708,Brazil,minor,11019
Brumunddal,60.8833,10.9333,Norway,minor,11019
Heartland,32.6748,-96.4515,United States,,11019
Weyburn,49.6611,-103.8525,Canada,,11019
Hasbergen,52.2167,7.9167,Germany,,11018
El Hamel,35.1333,4.0833,Algeria,,11018
Tavistock,50.545,-4.15,United Kingdom,,11018
Allahdurg,17.9667,77.9167,India,,11018
Ekuvukeni,-28.466,30.157,South Africa,,11018
Sant Joan de Vilatorrada,41.75,1.8,Spain,,11017
Nedelisce,46.38,16.39,Croatia,minor,11017
Likhoslavl,57.1333,35.4833,Russia,minor,11017
Celina,40.555,-84.5626,United States,,11017
Itatuba,-7.375,-35.6283,Brazil,minor,11016
Bir Ghbalou,36.2642,3.5836,Algeria,,11016
Sannieshof,-26.5333,25.8,South Africa,,11016
Mawu,34.431,104.9187,China,,11015
Easttown,40.0281,-75.4403,United States,,11015
Mangalam,12.3298,79.179,India,,11014
Lokhvytsya,50.3598,33.2723,Ukraine,minor,11014
Antanandava,-17.4536,48.6707,Madagascar,,11013
Kiwoko,0.8442,32.3614,Uganda,,11013
La Palma,5.3606,-74.3897,Colombia,minor,11012
Piedmont,37.8225,-122.2301,United States,,11012
Burkburnett,34.0746,-98.5672,United States,,11012
